436.25	154
436.251	180
436.252	154
436.253	136
436.254	128
436.255	166
436.256	136
436.257	166
436.258	160
436.259	210
436.26	184
436.261	148
436.262	162
436.263	186
436.264	166
436.265	170
436.266	132
436.267	210
436.268	172
436.269	228
436.27	210
436.271	208
436.272	262
436.273	284
436.274	280
436.275	320
436.276	314
436.277	368
436.278	436
436.279	520
436.28	640
436.281	662
436.282	766
436.283	902
436.284	976
436.285	1194
436.286	1364
436.287	1478
436.288	1662
436.289	1778
436.29	2070
436.291	2030
436.292	2352
436.293	2562
436.294	2760
436.295	3128
436.296	3474
436.297	3928
436.298	4430
436.299	5724
436.3	6220
436.301	7108
436.302	8132
436.303	9286
436.304	10352
436.305	11002
436.306	12526
436.307	13404
436.308	13744
436.309	13808
436.31	14530
436.311	14810
436.312	14628
436.313	14580
436.314	14604
436.315	14156
436.316	14696
436.317	14854
436.318	14444
436.319	14786
436.32	14302
436.321	14190
436.322	13846
436.323	13378
436.324	12490
436.325	11654
436.326	10110
436.327	9238
436.328	8020
436.329	7132
436.33	6020
436.331	5292
436.332	4432
436.333	3932
436.334	3162
436.335	2816
436.336	2722
436.337	2390
436.338	2108
436.339	1956
436.34	1882
436.341	1684
436.342	1542
436.343	1362
436.344	1212
436.345	1188
436.346	1044
436.347	940
436.348	776
436.349	668
436.35	554
436.351	536
436.352	556
436.353	454
436.354	376
436.355	420
436.356	350
436.357	266
436.358	244
436.359	238
436.36	196
436.361	212
436.362	184
436.363	162
436.364	172
436.365	182
436.366	150
436.367	148
436.368	160
436.369	160
436.37	126
436.371	152
436.372	192
436.373	150
436.374	128
436.375	150
436.376	152
436.377	176
436.378	166
436.379	130
436.38	130
436.381	152
436.382	146
436.383	172
436.384	180
436.385	190
436.386	194
436.387	140
436.388	128
436.389	124
436.39	154
436.391	138
436.392	154
436.393	176
436.394	140
436.395	134
436.396	146
436.397	162
436.398	136
436.399	144
436.4	112
