546.5	264
546.501	288
546.502	254
546.503	270
546.504	306
546.505	288
546.506	290
546.507	304
546.508	254
546.509	296
546.51	310
546.511	294
546.512	390
546.513	382
546.514	322
546.515	384
546.516	354
546.517	352
546.518	362
546.519	364
546.52	428
546.521	402
546.522	390
546.523	456
546.524	482
546.525	492
546.526	458
546.527	506
546.528	422
546.529	592
546.53	506
546.531	576
546.532	610
546.533	572
546.534	672
546.535	732
546.536	780
546.537	784
546.538	798
546.539	972
546.54	858
546.541	996
546.542	1076
546.543	1292
546.544	1434
546.545	1472
546.546	1602
546.547	1792
546.548	2102
546.549	2206
546.55	2652
546.551	2908
546.552	3192
546.553	3646
546.554	3934
546.555	4660
546.556	5106
546.557	6004
546.558	6500
546.559	7516
546.56	8830
546.561	9896
546.562	11838
546.563	14590
546.564	16938
546.565	20194
546.566	25870
546.567	30570
546.568	37748
546.569	43372
546.57	53184
546.571	65422
546.572	77048
546.573	88168
546.574	104026
546.575	117626
546.576	131104
546.577	144118
546.578	154410
546.579	162212
546.58	169824
546.581	173146
546.582	173486
546.583	169410
546.584	160864
546.585	154578
546.586	145088
546.587	129130
546.588	115464
546.589	101112
546.59	87872
546.591	75988
546.592	61344
546.593	53530
546.594	44126
546.595	34708
546.596	29368
546.597	24508
546.598	18850
546.599	15304
546.6	12336
546.601	10292
546.602	8202
546.603	6274
546.604	5094
546.605	4192
546.606	3380
546.607	2752
546.608	2324
546.609	1906
546.61	1854
546.611	1492
546.612	1376
546.613	1102
546.614	1132
546.615	1070
546.616	900
546.617	852
546.618	776
546.619	682
546.62	694
546.621	692
546.622	586
546.623	632
546.624	590
546.625	510
546.626	530
546.627	502
546.628	456
546.629	510
546.63	488
546.631	452
546.632	436
546.633	426
546.634	388
546.635	408
546.636	340
546.637	430
546.638	390
546.639	364
546.64	378
546.641	362
546.642	394
546.643	352
546.644	344
546.645	336
546.646	348
546.647	328
546.648	316
546.649	318
546.65	262
546.651	258
546.652	320
546.653	372
546.654	314
546.655	298
546.656	292
546.657	260
546.658	288
546.659	258
546.66	248
546.661	278
546.662	298
546.663	278
546.664	256
546.665	258
546.666	250
546.667	286
546.668	260
546.669	218
546.67	258
546.671	224
546.672	256
546.673	250
546.674	272
546.675	242
546.676	264
546.677	258
546.678	256
546.679	274
546.68	200
546.681	202
546.682	240
546.683	248
546.684	254
546.685	256
546.686	238
546.687	242
546.688	204
546.689	186
546.69	196
546.691	168
546.692	236
546.693	234
546.694	228
546.695	190
546.696	214
546.697	200
546.698	258
546.699	210
546.7	198
