585.6	282
585.601	316
585.602	310
585.603	328
585.604	316
585.605	374
585.606	336
585.607	306
585.608	308
585.609	356
585.61	312
585.611	322
585.612	356
585.613	336
585.614	384
585.615	308
585.616	334
585.617	360
585.618	358
585.619	386
585.62	354
585.621	410
585.622	338
585.623	396
585.624	446
585.625	372
585.626	420
585.627	322
585.628	382
585.629	428
585.63	420
585.631	430
585.632	448
585.633	398
585.634	364
585.635	418
585.636	406
585.637	460
585.638	448
585.639	438
585.64	470
585.641	396
585.642	446
585.643	444
585.644	490
585.645	470
585.646	528
585.647	448
585.648	436
585.649	500
585.65	536
585.651	606
585.652	524
585.653	474
585.654	510
585.655	552
585.656	560
585.657	534
585.658	574
585.659	564
585.66	532
585.661	710
585.662	624
585.663	620
585.664	638
585.665	592
585.666	634
585.667	604
585.668	608
585.669	626
585.67	692
585.671	674
585.672	680
585.673	696
585.674	734
585.675	776
585.676	684
585.677	778
585.678	716
585.679	882
585.68	804
585.681	832
585.682	852
585.683	922
585.684	994
585.685	864
585.686	914
585.687	1018
585.688	998
585.689	1034
585.69	938
585.691	1040
585.692	1126
585.693	1152
585.694	1136
585.695	1062
585.696	1142
585.697	1260
585.698	1212
585.699	1334
585.7	1284
585.701	1372
585.702	1524
585.703	1526
585.704	1578
585.705	1524
585.706	1574
585.707	1670
585.708	1770
585.709	1764
585.71	1876
585.711	1798
585.712	1892
585.713	2018
585.714	2190
585.715	2260
585.716	2404
585.717	2608
585.718	2686
585.719	2850
585.72	3068
585.721	3302
585.722	3442
585.723	3646
585.724	4152
585.725	4460
585.726	4898
585.727	5420
585.728	6000
585.729	6658
585.73	7700
585.731	8964
585.732	11056
585.733	13000
585.734	16036
585.735	21012
585.736	27064
585.737	33520
585.738	45436
585.739	57790
585.74	76014
585.741	88580
585.742	112186
585.743	144030
585.744	173752
585.745	201760
585.746	234766
585.747	263464
585.748	300786
585.749	320138
585.75	343280
585.751	360178
585.752	361408
585.753	354460
585.754	340662
585.755	318204
585.756	278474
585.757	254626
585.758	215206
585.759	168934
585.76	138574
585.761	111192
585.762	83054
585.763	65094
585.764	51148
585.765	44136
585.766	38110
585.767	35148
585.768	34072
585.769	34908
585.77	36768
585.771	39430
585.772	41704
585.773	42904
585.774	44330
585.775	44874
585.776	45792
585.777	45140
585.778	44392
585.779	43130
585.78	42900
585.781	43874
585.782	45098
585.783	50480
585.784	55370
585.785	63866
585.786	76468
585.787	90438
585.788	115714
585.789	133334
585.79	159912
585.791	198098
585.792	226006
585.793	254854
585.794	294742
585.795	321536
585.796	344352
585.797	356850
585.798	367574
585.799	363408
585.8	353468
585.801	335898
585.802	303492
585.803	266632
585.804	225688
585.805	191146
585.806	156412
585.807	115532
585.808	86960
585.809	68096
585.81	50774
585.811	37314
585.812	24820
585.813	20250
585.814	14952
585.815	10060
585.816	8352
585.817	6766
585.818	6066
585.819	5208
585.82	4414
585.821	4256
585.822	3604
585.823	3472
585.824	3136
585.825	2996
585.826	2658
585.827	2606
585.828	2356
585.829	2304
585.83	2200
585.831	2092
585.832	1990
585.833	1994
585.834	1806
585.835	1722
585.836	1548
585.837	1514
585.838	1534
585.839	1508
585.84	1344
585.841	1432
585.842	1376
585.843	1294
585.844	1302
585.845	1218
585.846	1136
585.847	1086
585.848	1006
585.849	1128
585.85	1012
585.851	1052
585.852	1004
585.853	908
585.854	960
585.855	1004
585.856	856
585.857	902
585.858	870
585.859	824
585.86	756
585.861	850
585.862	832
585.863	792
585.864	780
585.865	798
585.866	726
585.867	708
585.868	784
585.869	688
585.87	740
585.871	698
585.872	664
585.873	670
585.874	620
585.875	668
585.876	640
585.877	650
585.878	572
585.879	602
585.88	622
585.881	580
585.882	580
585.883	512
585.884	562
585.885	652
585.886	518
585.887	566
585.888	488
585.889	600
585.89	538
585.891	506
585.892	524
585.893	530
585.894	496
585.895	518
585.896	500
585.897	530
585.898	488
585.899	488
585.9	406
