585.6	202
585.601	146
585.602	204
585.603	196
585.604	240
585.605	254
585.606	228
585.607	218
585.608	204
585.609	180
585.61	218
585.611	240
585.612	192
585.613	224
585.614	212
585.615	218
585.616	194
585.617	232
585.618	188
585.619	210
585.62	222
585.621	234
585.622	218
585.623	218
585.624	224
585.625	236
585.626	180
585.627	212
585.628	154
585.629	238
585.63	236
585.631	280
585.632	230
585.633	236
585.634	254
585.635	214
585.636	244
585.637	266
585.638	208
585.639	248
585.64	284
585.641	228
585.642	224
585.643	252
585.644	222
585.645	214
585.646	270
585.647	200
585.648	258
585.649	248
585.65	266
585.651	234
585.652	258
585.653	254
585.654	196
585.655	296
585.656	304
585.657	322
585.658	284
585.659	272
585.66	284
585.661	282
585.662	260
585.663	284
585.664	268
585.665	292
585.666	296
585.667	282
585.668	310
585.669	256
585.67	356
585.671	288
585.672	310
585.673	334
585.674	312
585.675	300
585.676	286
585.677	280
585.678	340
585.679	308
585.68	286
585.681	296
585.682	332
585.683	372
585.684	376
585.685	342
585.686	358
585.687	358
585.688	360
585.689	420
585.69	366
585.691	356
585.692	362
585.693	396
585.694	356
585.695	408
585.696	408
585.697	400
585.698	476
585.699	422
585.7	504
585.701	442
585.702	488
585.703	538
585.704	464
585.705	486
585.706	460
585.707	490
585.708	514
585.709	582
585.71	540
585.711	474
585.712	628
585.713	532
585.714	552
585.715	622
585.716	634
585.717	642
585.718	744
585.719	720
585.72	726
585.721	666
585.722	742
585.723	786
585.724	824
585.725	720
585.726	812
585.727	882
585.728	984
585.729	960
585.73	956
585.731	1082
585.732	1144
585.733	1128
585.734	1108
585.735	1180
585.736	1292
585.737	1392
585.738	1420
585.739	1524
585.74	1714
585.741	1762
585.742	1844
585.743	2128
585.744	2332
585.745	2568
585.746	2934
585.747	3206
585.748	3778
585.749	4054
585.75	4828
585.751	5980
585.752	6966
585.753	8362
585.754	10496
585.755	12212
585.756	16010
585.757	19336
585.758	23980
585.759	31206
585.76	38466
585.761	45064
585.762	56472
585.763	67918
585.764	81136
585.765	93314
585.766	109034
585.767	128872
585.768	144312
585.769	156506
585.77	169988
585.771	181656
585.772	186936
585.773	186718
585.774	184468
585.775	178062
585.776	165602
585.777	152756
585.778	135400
585.779	118956
585.78	97716
585.781	84242
585.782	70074
585.783	53788
585.784	46008
585.785	38086
585.786	30870
585.787	25176
585.788	19620
585.789	16572
585.79	13852
585.791	10308
585.792	8548
585.793	7556
585.794	5936
585.795	4656
585.796	3906
585.797	3586
585.798	3120
585.799	2684
585.8	2394
585.801	1874
585.802	1774
585.803	1686
585.804	1648
585.805	1496
585.806	1440
585.807	1250
585.808	1192
585.809	1108
585.81	1100
585.811	998
585.812	980
585.813	948
585.814	952
585.815	986
585.816	750
585.817	728
585.818	890
585.819	784
585.82	786
585.821	650
585.822	658
585.823	610
585.824	616
585.825	626
585.826	624
585.827	612
585.828	562
585.829	540
585.83	548
585.831	498
585.832	558
585.833	456
585.834	476
585.835	462
585.836	438
585.837	466
585.838	384
585.839	442
585.84	464
585.841	390
585.842	446
585.843	400
585.844	352
585.845	346
585.846	388
585.847	348
585.848	376
585.849	374
585.85	368
585.851	350
585.852	364
585.853	294
585.854	370
585.855	366
585.856	344
585.857	356
585.858	380
585.859	312
585.86	300
585.861	294
585.862	382
585.863	274
585.864	308
585.865	366
585.866	374
585.867	282
585.868	260
585.869	276
585.87	284
585.871	260
585.872	306
585.873	302
585.874	312
585.875	258
585.876	242
585.877	270
585.878	256
585.879	280
585.88	276
585.881	272
585.882	282
585.883	292
585.884	248
585.885	258
585.886	234
585.887	238
585.888	252
585.889	242
585.89	244
585.891	296
585.892	254
585.893	248
585.894	238
585.895	206
585.896	222
585.897	260
585.898	284
585.899	198
585.9	256
