Record Length,2500,Points,-9.800000116E-3,600.000023842E-3,
Sample Interval,19.9999995E-6,s,-9.779999964E-3,800.000011921E-3,
Trigger Point,490.000018190,Samples,-9.759999812E-3,600.000023842E-3,
,,,-9.739999659E-3,800.000011921E-3,
,,,-9.720000438E-3,600.000023842E-3,
,,,-9.700000286E-3,800.000011921E-3,
Source,CH2,,-9.680000134E-3,600.000023842E-3,
Vertical Units,Volts,,-9.659999982E-3,800.000011921E-3,
Vertical Scale,5.00000007,,-9.639999829E-3,400.00000596E-3,
Vertical Offset,0,,-9.619999677E-3,600.000023842E-3,
Horizontal Units,s,,-9.600000456E-3,600.000023842E-3,
Horizontal Scale,4.99999987E-3,,-9.580000304E-3,800.000011921E-3,
Pt Fmt,Y,,-9.560000151E-3,600.000023842E-3,
Yzero,-2.1600000,,-9.539999999E-3,800.000011921E-3,
Probe Atten,10.0000000,,-9.519999847E-3,400.00000596E-3,
,,,-9.499999695E-3,800.000011921E-3,
Note,TDS 2022B - 5:51:13 PM   4/8/2025,,-9.480000474E-3,600.000023842E-3,
,,,-9.460000321E-3,600.000023842E-3,
,,,-9.440000169E-3,400.00000596E-3,
,,,-9.420000017E-3,800.000011921E-3,
,,,-9.399999864E-3,600.000023842E-3,
,,,-9.379999712E-3,800.000011921E-3,
,,,-9.360000491E-3,600.000023842E-3,
,,,-9.340000339E-3,800.000011921E-3,
,,,-9.320000187E-3,600.000023842E-3,
,,,-9.300000034E-3,600.000023842E-3,
,,,-9.279999882E-3,600.000023842E-3,
,,,-9.259999730E-3,800.000011921E-3,
,,,-9.240000509E-3,600.000023842E-3,
,,,-9.220000356E-3,800.000011921E-3,
,,,-9.200000204E-3,600.000023842E-3,
,,,-9.180000052E-3,800.000011921E-3,
,,,-9.159999900E-3,600.000023842E-3,
,,,-9.139999747E-3,800.000011921E-3,
,,,-9.120000526E-3,600.000023842E-3,
,,,-9.100000374E-3,800.000011921E-3,
,,,-9.080000222E-3,400.00000596E-3,
,,,-9.060000069E-3,600.000023842E-3,
,,,-9.039999917E-3,600.000023842E-3,
,,,-9.019999765E-3,800.000011921E-3,
,,,-9.000000544E-3,600.000023842E-3,
,,,-8.980000392E-3,800.000011921E-3,
,,,-8.960000239E-3,600.000023842E-3,
,,,-8.940000087E-3,600.000023842E-3,
,,,-8.919999935E-3,600.000023842E-3,
,,,-8.899999782E-3,800.000011921E-3,
,,,-8.880000561E-3,600.000023842E-3,
,,,-8.860000409E-3,800.000011921E-3,
,,,-8.840000257E-3,600.000023842E-3,
,,,-8.820000105E-3,800.000011921E-3,
,,,-8.799999952E-3,600.000023842E-3,
,,,-8.779999800E-3,800.000011921E-3,
,,,-8.760000579E-3,400.00000596E-3,
,,,-8.740000427E-3,800.000011921E-3,
,,,-8.720000274E-3,600.000023842E-3,
,,,-8.700000122E-3,800.000011921E-3,
,,,-8.679999970E-3,600.000023842E-3,
,,,-8.659999818E-3,600.000023842E-3,
,,,-8.640000597E-3,600.000023842E-3,
,,,-8.620000444E-3,800.000011921E-3,
,,,-8.600000292E-3,600.000023842E-3,
